Label,Statement
1,"['feder', 'limousin', 'fleet', 'increas', 'percent', 'barack', 'obama', 'take', 'offic']"
1,"['say', 'texa', 'wait', 'year', 'feder', 'govern', 'propos', 'allow', 'state', 'creat', 'insur', 'opportun', 'uninsur', 'today']"
1,"['say', 'endors', 'thevalley', 'news', 'newspap']"
5,"['john', 'mccain', 'vote', 'fund', 'troop', 'timelin', 'draw', 'american', 'troop']"
1,"['massiv', 'landslid', 'victori', 'know', 'elector', 'colleg']"
5,"['peopl', 'food', 'stamp', 'barack', 'obama', 'presid', 'american', 'histori']"
1,"['write', 'health', 'care', 'reform', 'initi', 'ensur', 'congress', 'percent', 'exempt']"
1,"['say', 'presid', 'barack', 'obama', 'attack', 'potenti', 'terrorist', 'target', 'syria', 'middl', 'night', 'minim', 'terrorist', 'casualti']"
5,"['say', 'nevadan', 'doubl', 'digit', 'hike', 'obamacar', 'premium', 'year', 'nevada', 'counti', 'obamacar', 'exchang', 'insur']"
5,"['rhode', 'island', 'rais', 'meal', 'beverag', 'percent', 'fourth', 'highest', 'nation']"
5,"['say', 'austin', 'chapter', 'leagu', 'women', 'voter', 'republican', 'elect', 'offic', 'debat', 'committe']"
5,"['vote', 'wrong', 'precinct', 'regist', 'voter', 'statewid', 'lose', 'vote']"
1,"['ceo', 'larg', 'chariti', 'salari', 'head', 'veteran', 'group', 'free']"
5,"['say', 'accord', 'report', 'tech', 'sector', 'drive', 'quarter', 'austin', 'economi']"
1,"['form', 'student', 'colleg', 'financi', 'longer', 'form', 'citizenship']"
5,"['harrisburg', 'pass', 'bill', 'democrat', 'combin', 'term', 'legisl', 'affect', 'citi']"
1,"['say', 'obama', 'want', 'iran', 'nuclear', 'weapon', 'michael', 'bennet']"
5,"['year', 'newt', 'gingrich', 'rais', 'money', 'mitt', 'romney', 'pawlenti', 'sarah', 'palin', 'mike', 'huckabe', 'combin']"
1,"['year', 'real', 'wage', 'growth', 'flatlin', 'polici', 'feder', 'reserv', 'drive', 'feder', 'reserv']"
1,"['senior', 'health', 'care', 'republican', 'vote', 'medicar']"
5,"['say', 'bipartisan', 'support', 'includ', 'sheriff', 'state', 'democrat', 'republican']"
5,"['say', 'hillari', 'clinton', 'give', 'ten', 'million', 'dollar', 'countri', 'treat', 'women', 'horribl', 'countri', 'kill', 'gay']"
1,"['presid', 'obama', 'promis', 'famili', 'make', 'year', 'tax', 'obamacar', 'rais', 'differ', 'tax']"
5,"['texa', 'faceless', 'hospit', 'panel', 'deni', 'life', 'sustain', 'care', 'give', 'day', 'facil', 'mother', 'young', 'child', 'patient', 'conscious']"
1,"['poll', 'half', 'american', 'identifi', 'life']"
5,"['texan', 'lack', 'health', 'insur', 'highest', 'proport', 'nation']"
1,"['repeal', 'replac', 'feder', 'health', 'care', 'reform']"
5,"['obama', 'economi', 'util', 'bill', 'higher']"
1,"['real', 'unemploy', 'percent', 'dont', 'believ', 'dont', 'believ']"
1,"['hous', 'republican', 'pass', 'make', 'legal', 'singl', 'mother', 'fire', 'employ']"
5,"['presid', 'offer', 'fewer', 'execut', 'action', 'presid', 'preced', 'presid', 'recent', 'histori']"
1,"['say', 'barack', 'obama', 'team', 'socialist', 'respect', 'word']"
1,"['jackson', 'plan', 'reform', 'cleveland', 'school', 'lack', 'data', 'method', 'prove', 'rais', 'student', 'achiev']"
1,"['scott', 'walker', 'polici', 'typic', 'wisconsin', 'famili', 'actual', 'see', 'real', 'incom', 'drop', 'near', 'year']"
1,"['say', 'ronald', 'reagan', 'saudi', 'flood', 'market', 'cheap']"
1,"['say', 'barton', 'texa', 'say', 'wind', 'finit', 'resourc', 'har', 'slow', 'wind', 'caus', 'temperatur']"
5,"['peopl', 'seven', 'time', 'like', 'murder', 'workplac', 'allow', 'firearm', 'prohibit']"
1,"['patrick', 'murphi', 'vote', 'allow', 'member', 'congress', 'receiv', 'taxpay', 'fund', 'health', 'care', 'life']"
1,"['florida', 'vote', 'requir', 'turn', 'voter', 'registr', 'hour', 'make', 'imposs', 'meet', 'deadlin', 'your', 'work', 'right', 'week']"
1,"['multitud', 'vaccin', 'prevent', 'dead', 'crippl', 'diseas']"
1,"['dont', 'bar', 'campus', 'texa', 'alcohol', 'allow']"
5,"['say', 'million', 'abort']"
1,"['china', 'hold', 'percent', 'debt']"
5,"['say', 'portland', 'higher', 'standard', 'fed', 'allow', 'polic', 'forc']"
1,"['perlmutt', 'vote', 'viagra', 'rapist', 'pay', 'dollar']"
5,"['cobb', 'counti', 'busi', 'award', 'contract', 'worth', 'million', 'construct', 'brave', 'stadium']"
1,"['nation', 'footbal', 'leagu', 'lockout', 'cost', 'atlanta', 'million', 'lose', 'job', 'revenu']"
5,"['ronald', 'reagan', 'gorbachev', 'kennedi', 'khruschev', 'nixon', 'folk', 'horrend', 'damag', 'countri', 'countri']"
1,"['vern', 'buchanan', 'complet', 'exoner', 'feder', 'elect', 'commiss', 'action']"
1,"['say', 'wisconsin', 'scott', 'walker', 'budget', 'call', 'rais', 'properti', 'tax', 'near', 'billion']"
5,"['latino', 'unemploy', 'rate', 'higher', 'white', 'rate', 'black', 'rate', 'higher', 'latino', 'rate']"
5,"['say', 'obama', 'administr', 'respond', 'letter', 'flag', 'uptick', 'unaccompani', 'children', 'cross', 'mexico', 'border']"
1,"['presid', 'obama', 'spend', 'million', 'legal', 'fee', 'defend', 'lawsuit', 'birth', 'certif']"
1,"['say', 'hous', 'process', 'approv', 'bill', 'previous', 'legislatur']"
1,"['biden', 'respons', 'end', 'genocid', 'bosnia']"
5,"['day', 'earli', 'vote', 'happen', 'popul', 'day', 'vote', 'earli', 'vote']"
5,"['repeal', 'sale', 'boat', 'rhode', 'island', 'spawn', 'compani', 'job', 'close', 'billion', 'year', 'sale', 'activ']"
5,"['say', 'newt', 'gingrich', 'support', 'amnesti', 'illeg', 'immigr']"
5,"['year', 'suspect', 'terrorist', 'walk', 'shop', 'attempt', 'purchas', 'firearm', 'abl', 'firearm']"
5,"['poll', 'result', 'past', 'year', 'state', 'union', 'speech', 'presidenti', 'approv', 'number']"
1,"['say', 'marco', 'rubio', 'vote', 'deport', 'young', 'peopl', 'know', 'dreamer']"
1,"['ration', 'bill']"
1,"['back', 'sean', 'duffi', 'hous', 'republican', 'actual', 'requir', 'intern', 'revenu', 'servic', 'conduct', 'audit', 'rape', 'victim', 'abort']"
1,"['obamacar', 'put', 'feder', 'govern', 'doctor']"
1,"['state', 'hire', 'compani', 'evalu', 'state', 'mandat', 'student', 'exam', 'go', 'craigslist', 'examin', 'read', 'student', 'essay']"
5,"['pinnacl', 'overlook', 'southwest', 'virginia', 'closer', 'state', 'capit', 'richmond']"
1,"['gelber', 'record', 'scholarship', 'help', 'needi', 'children', 'attend', 'jewish', 'privat', 'school']"
5,"['saturday', 'shoot', 'reflect', 'disturb', 'trend', 'mass', 'shoot', 'commonplac', 'virginia', 'tech', 'massacr', 'dozen', 'incid', 'peopl', 'fatal', 'wound', 'hundr', 'die']"
5,"['say', 'revenu', 'lowest', 'world']"
1,"['say', 'barack', 'obama', 'health', 'care', 'biggest', 'killer']"
5,"['cost', 'implement', 'florida', 'class', 'size', 'amend', 'billion']"
1,"['secretari', 'geithner', 'leav', 'option', 'tabl', 'abandon', 'dollar', 'multin', 'currenc']"
5,"['say', 'scott', 'walker', 'fund', 'local', 'govern', 'wisconsin', 'contribut', 'second', 'largest', 'increas', 'violent', 'crime', 'midwest']"
1,"['say', 'martin', 'heinrich', 'spend', 'trillion', 'dollar', 'stimulus', 'fail', 'compani', 'job', 'oversea']"
1,"['fcat', 'test', 'account', 'percent', 'instruct', 'time', 'provid', 'year']"
1,"['say', 'accord', 'economist', 'unemploy', 'benefit', 'boost', 'economi']"
5,"['health', 'care', 'year', 'cost', 'year', 'revenu']"
1,"['despit', 'opposit', 'nation', 'club', 'growth', 'club', 'growth', 'wisconsin', 'endors', 'senat']"
5,"['obama', 'percent', 'tan']"
5,"['say', 'john', 'mccain', 'take', 'money', 'wall', 'street', 'sit', 'senat']"
5,"['week', 'congressman', 'hurd', 'quit', 'post', 'hous', 'committe', 'small', 'busi', 'say', 'unabl', 'time', 'serv']"
5,"['obamacar', 'pass', 'vote', 'senat', 'wouldnt', 'pass', 'mark', 'warner', 'vote']"
5,"['say', 'adam', 'hasner', 'record', 'includ', 'request', 'million', 'earmark']"
5,"['beta', 'test', 'healthcar']"
5,"['susi', 'husband', 'home', 'countri', 'privat', 'vacat', 'invest', 'compani', 'like', 'walmart', 'halliburton', 'group']"
5,"['say', 'time', 'histori', 'unit', 'state', 'govern', 'tax', 'wartim']"
5,"['say', 'sue', 'obama', 'seven', 'time']"
5,"['work', 'woman', 'earn']"
1,"['state', 'agenc', 'take', 'cut', 'nathan', 'deal', 'increas', 'educ', 'spend', 'year']"
5,"['georgia', 'eighth', 'popul', 'state', 'nation', 'move', 'number', 'posit', 'year']"
5,"['say', 'travi', 'counti', 'sheriff', 'greg', 'hamilton', 'accept', 'strip', 'club', 'interest', 'local', 'alcohol', 'distributor']"
5,"['presid', 'obama', 'percent', 'union', 'buddi', 'percent']"
5,"['upstat', 'york', 'split', 'downstat', 'econom', 'indic', 'upstat', 'york', 'lowest', 'countri']"
1,"['say', 'lawmak', 'act', 'busi', 'texa', 'helicopt', 'hunt']"
5,"['york', 'eliot', 'spitzer', 'want', 'provid', 'driver', 'licens', 'undocu', 'hillari', 'clinton', 'say', 'dont']"
5,"['cass', 'sunstein', 'presid', 'obama', 'nomine', 'regulatori', 'czar', 'want', 'legal', 'stand', 'anim', 'eat', 'meat']"
1,"['price', 'doubl', 'obama', 'oppos', 'explor', 'energi', 'alaska', 'give', 'million', 'dollar', 'solyndra', 'go', 'bankrupt', 'block', 'keyston', 'pipelin', 'pump']"
5,"['california', 'credit', 'rat', 'worst', 'countri']"
1,"['price', 'gasolin', 'gallon', 'presid', 'barack', 'obama', 'take', 'offic', 'near', 'doubl', 'polici']"
1,"['say', 'leffingwel', 'mayor', 'austin', 'texa', 'long', 'sarah', 'palin', 'governor', 'alaska']"
5,"['past', 'year', 'colleg', 'tuition', 'increas', 'percent']"
1,"['scott', 'walker', 'creat', 'give', 'away', 'million', 'friend', 'rais', 'tax', 'work', 'peopl']"
1,"['presid', 'barack', 'obama', 'failur', 'push', 'creation', 'black', 'unemploy', 'rate', 'ferguson', 'time', 'higher', 'white', 'unemploy', 'rate']"
5,"['percent', 'peopl', 'vote', 'june', 'didnt', 'feel', 'comfort', 'recal', 'governor', 'weaken', 'idea', 'wisconsin', 'fulli', 'walker', 'agenda']"
1,"['sign', 'dearborn', 'mich', 'advanc', 'islam', 'agenda', 'america', 'say', 'allah', 'prais', 'america', 'kill', 'stop']"
1,"['obama', 'regim', 'plan', 'influx', 'illeg', 'alien', 'children', 'border']"
5,"['crimin', 'alien', 'releas', 'obama', 'administr', 'past', 'year']"
5,"['say', 'shoot', 'citi', 'newark', 'percent', 'chanc', 'youv', 'arrest', 'averag', 'time']"
1,"['come', 'take', 'cut', 'tough', 'budget', 'time', 'wisconsin', 'state', 'worker', 'havent', 'sacrific']"
1,"['say', 'donald', 'trump', 'talk', 'option', 'nuclear', 'weapon', 'western', 'european', 'alli']"
5,"['mccain', 'interven', 'behalf', 'charl', 'keat', 'feder', 'regul', 'allow', 'keat', 'continu', 'fraud', 'incred', 'cost', 'taxpay']"
1,"['say', 'nation', 'labor', 'relat', 'board', 'tell', 'boe', 'build', 'factori', 'south', 'carolina', 'south', 'carolina', 'right', 'work', 'state']"
5,"['newtown', 'peopl', 'die', 'lose', 'afghanistan']"
1,"['trump', 'wineri', 'near', 'charlottesvill', 'largest', 'wineri', 'east', 'coast']"
5,"['percent', 'job', 'access', 'transit', 'metro', 'atlanta', 'resid', 'percent', 'live', 'citi']"
1,"['presid', 'close', 'embassi', 'vatican', 'hope', 'retribut', 'cathol', 'organ', 'oppos', 'obamacar']"
5,"['principl', 'allow', 'fellow', 'like', 'truck', 'state', 'start', 'point', 'wind', 'point', 'ahead', 'elect', 'night']"
5,[]
1,"['say', 'judg', 'joann', 'kloppenburg', 'agre', 'technic', 'convict', 'offend', 'hear', 'didnt', 'understand', 'charg']"
1,"['accord', 'govern', 'supplier', 'emerg', 'product', 'disast', 'assist', 'respons', 'team', 'tell', 'prepar', 'activ', 'month', 'octob', 'outbreak', 'ebola']"
5,"['luxuri', 'ebay']"
5,"['thirti', 'state', 'accept', 'high', 'speed', 'interc', 'rail', 'money']"
5,"['say', 'hillari', 'clinton', 'complet', 'ignor', 'dozen', 'dozen', 'request', 'secur', 'benghazi', 'consul']"
5,"['evid', 'support', 'claim', 'guantanamo', 'recruit', 'tool', 'terrorist']"
1,"['say', 'obama', 'doubl', 'stock', 'market', 'start', 'swear', 'offic']"
1,"['support', 'budget', 'propos', 'paul', 'ryan']"
1,"['governor', 'inherit', 'larg', 'deficit', 'know', 'turn', 'largest', 'surplus', 'virginia', 'histori']"
5,"['support', 'young', 'voter', 'novemb', 'larg', 'unheard', 'republican']"
1,"['largest', 'increas', 'histori', 'world']"
5,"['john', 'mccain', 'oppos', 'bankruptci', 'protect', 'famili', 'bankruptci', 'medic', 'expens', 'couldn']"
5,"['percent', 'millionair', 'fund', 'month', 'govern', 'oper', 'fail', 'serious', 'address', 'budget', 'deficit', 'debt']"
5,"['thousand', 'western', 'american', 'fight', 'extremist', 'eastern', 'syria', 'iraq']"
1,"['claim', 'suprem', 'court', 'justic', 'ruth', 'bader', 'ginsburg', 'say', 'prefer', 'south', 'african', 'constitut', 'unit', 'state', 'constitut']"
5,"['say', 'hillari', 'clinton', 'liter', 'present', 'press', 'reset', 'button', 'russia', 'month', 'russia', 'invad', 'georgia']"
5,"['nation', 'debt', 'track', 'exceed', 'size', 'entir', 'economi', 'year']"
5,"['tax', 'oppon', 'rais']"
5,"['file', 'lien', 'allen', 'west', 'tax', 'lien', 'place', 'home', 'unpaid', 'bill', 'judg', 'order', 'west', 'past', 'credit', 'card', 'bill']"
1,"['say', 'save', 'cost', 'build', 'powel', 'butt', 'water', 'reservoir']"
5,"['say', 'twice', 'actual', 'experi', 'practic', 'greg', 'abbott', 'attorney', 'general', 'texa']"
5,"['gubernatori', 'candid', 'maggi', 'hassan', 'support', 'increas', 'senat', 'major', 'leader']"
1,"['say', 'challeng', 'domin', 'chavez', 'rick', 'perri', 'republican', 'lobbyist']"
5,"['account', 'peopl', 'struggl', 'work', 'stop', 'look', 'real', 'unemploy', 'rate', 'percent']"
5,"['congression', 'laundri', 'close', 'partial', 'govern', 'shutdown']"
5,"['say', 'scott', 'walker', 'tax', 'wealthiest', 'rais', 'tax', 'wisconsin', 'famili']"
5,"['work', 'hour', 'week', 'propos', 'minimum', 'wage', 'hour', 'poverti']"
5,"['colorado', 'hospit', 'percent', 'newborn', 'test', 'marijuana']"
5,"['republican', 'includ', 'akin', 'amend', 'republican', 'parti', 'platform', 'ban', 'abort', 'rape', 'victim']"
1,"['say', 'citi', 'council', 'member', 'randi', 'shade', 'austin', 'highest', 'citi', 'debt', 'person', 'texa']"
5,"['gross', 'incom', 'receipt', 'exceed', 'administr', 'project', 'fiscal', 'year', 'prior', 'sandi']"
5,"['local', 'version', 'amend', 'taxpay', 'pete', 'beach', 'hundr', 'thousand', 'legal', 'bill']"
5,"['doctor', 'nurs', 'hospit', 'pharmaceut', 'industri', 'aarp', 'health', 'reform', 'make', 'sens']"
1,"['barack', 'obama', 'love', 'guevara']"
1,"['say', 'betti', 'sutton', 'hous', 'democrat', 'gut', 'medicar', 'billion', 'obamacar']"
5,"['corpor', 'doesnt', 'nickel', 'feder', 'incom', 'tax']"
1,"['communiti', 'countri', 'didnt', 'lose', 'popul', 'census']"
5,"['citizen', 'kill', 'week', 'border', 'secur', 'problem']"
5,"['loss', 'month', 'month', 'presid', 'bush', 'past', 'month', 'presid', 'obama']"
1,"['say', 'elect', 'rig']"
5,"['oregon', 'feder', 'govern', 'million', 'acr', 'burn', 'land', 'million', 'tree', 'leav']"
1,"['independ', 'payment', 'advisori', 'board', 'board', 'ration', 'care', 'deni', 'certain', 'medicar', 'treatment', 'washington', 'fund', 'wast', 'spend']"
1,"['cheerlead', 'dalla', 'cowboy', 'entertain', 'troop', 'world', 'hope']"
5,"['scari', 'fact', 'nation', 'debt', 'million', 'today', 'rise', 'hour']"
5,"['say', 'earn', 'highest', 'possibl', 'credit', 'rat', 'state', 'treasur']"
1,"['year', 'pizza', 'deliv', 'neighborhood']"
1,"['romneycar', 'govern', 'health', 'care']"
5,"['capitol', 'rotunda', 'actual', 'invit', 'peopl', 'accommod', 'protest']"
1,"['say', 'year', 'fanni', 'freddi', 'thing', 'problem', 'work']"
1,"['say', 'respons', 'barack', 'obama', 'august', 'letter', 'make', 'border', 'secur', 'request']"
5,"['preschool', 'shoot', 'dead', 'year', 'polic', 'offic', 'line', 'duti']"
5,"['health', 'care', 'reform', 'reduc', 'deficit', 'near', 'trillion', 'decad']"
1,"['say', 'hillari', 'clinton', 'eras', 'email', 'subject', 'recal', 'review', 'congress']"
1,"['doctor', 'obamacar', 'exchang']"
1,"['state', 'budget', 'cut', 'overal', 'fund', 'public', 'school', 'billion']"
5,"['american', 'havent', 'rais', 'year']"
1,"['say', 'million', 'incent', 'deal', 'approv', 'abbott', 'laboratori', 'contain', 'strong', 'protect', 'taxpay', 'creation', 'goal']"
5,"['bipartisan', 'legisl', 'senat', 'prevent', 'bonus', 'like', 'mysteri', 'disappear']"
5,"['unit', 'state', 'highest', 'corpor', 'rat', 'world']"
5,"['barack', 'obama', 'biggest', 'support', 'term', 'fund', 'exelon', 'corpor', 'spend', 'million', 'dollar', 'tri', 'yucca', 'mountain', 'wast', 'depositori']"
1,"['white', 'discrimin', 'take', 'job', 'african', 'american', 'give', 'friend']"
1,"['legaci', 'tax', 'borrow', 'crippl', 'economi', 'inherit', 'year']"
5,"['arizona', 'state', 'board', 'educ', 'failur', 'report', 'teacher', 'certif', 'revok', 'suspend', 'result', 'death', 'student']"
5,"['enforc', 'state', 'arizona', 'support', 'state', 'immigr']"
5,"['charli', 'crist', 'bizarr', 'veto', 'million', 'teach', 'hospit', 'univers', 'florida', 'despit', 'have', 'previous', 'argu', 'budget', 'request', 'merit']"
1,"['obama', 'creat', 'christma', 'tree', 'fee', 'pass', 'consum']"
1,"['divis', 'philli', 'vote', 'romney', 'mathemat', 'statist', 'imposs']"
5,"['percentof', 'republican', 'nationwid', 'dont', 'think', 'donald', 'trump', 'right', 'hillari', 'clinton', 'novemb']"
1,"['say', 'barack', 'obama', 'go', 'blame', 'georg', 'bush', 'plagiar', 'georg', 'bush']"
1,"['women', 'earn', 'cent', 'dollar', 'earn', 'work']"
1,"['donald', 'trump', 'say', 'mexican', 'rapist']"
5,"['hous', 'speaker', 'nanci', 'pelosi', 'say', 'week', 'democrat', 'pass', 'terribl', 'health', 'care', 'american', 'peopl', 'actual']"
1,"['union', 'spend', 'million', 'elect', 'obama']"
1,"['say', 'texa', 'high', 'school', 'graduat', 'pass', 'algebra', 'elig', 'automat', 'admiss', 'state', 'public', 'univers']"
5,"['israel', 'week', 'haskil', 'palestinian', 'children', 'total', 'number', 'isra', 'soldier', 'kill', 'militari', 'oper']"
5,"['graduat', 'rate', 'highest']"
1,"['terrorist', 'detaine', 'cover', 'geneva', 'convent', 'unlaw', 'combat', 'circumst', 'entitl', 'normal', 'kind', 'courtesi', 'treatment']"
5,"['say', 'patrick', 'murphi', 'support', 'common', 'own', 'semi', 'automat', 'firearm', 'hunt', 'recreat', 'shoot', 'self', 'defens']"
5,"['studi', 'indic', 'longer', 'peopl', 'unemploy', 'insur', 'provid', 'disincent', 'work']"
1,"['say', 'mari', 'burk', 'state', 'budget', 'hike', 'billion', 'cost', 'woman', 'child', 'state', 'extra']"
5,"['current', 'date', 'websit', 'your', 'your', 'actual', 'youv', 'commit', 'misdemeanor']"
5,"['propos', 'rais', 'norcross', 'citi', 'council', 'line', 'like', 'size', 'communiti']"
5,"['death', 'caus', 'commerci', 'nuclear', 'reactor', 'unit', 'state', 'mile', 'island', 'fail']"
5,"['obama', 'spend', 'percent', 'money', 'percent', 'exact', 'iowa', 'hampshir', 'nevada', 'south', 'carolina', 'politician']"
5,"['time', 'histori', 'administr', 'post', 'white', 'hous', 'visitor', 'onlin']"
5,"['say', 'texa', 'rank', 'percentag', 'resid', 'high', 'school', 'diploma']"
1,"['climat', 'warm', 'year', 'prove', 'scientif']"
5,"['say', 'bruce', 'springsteen', 'play', 'seton', 'hall', 'univers', 'south', 'orang', 'walsh']"
5,"['fall', 'percent', 'texa', 'high', 'school', 'graduat', 'enrol', 'year', 'public', 'univers']"
1,"['north', 'carolina', 'studi', 'prove', 'probabl', 'million', 'peopl', 'vote', 'twice', 'elect']"
1,"['tarpon', 'spring', 'take', 'homeless', 'petersburg']"
5,"['overal', 'fact', 'illeg', 'immigr', 'actual', 'get', 'wors']"
1,"['say', 'hillari', 'clinton', 'offic', 'govern', 'longer', 'anybodi', 'run', 'tonight']"
5,"['peopl', 'apprehend', 'illeg', 'cross', 'mexico', 'border', 'week', 'bear', 'texa', 'week']"
5,"['year', 'world', 'steadi', 'reduct', 'debt', 'percentag', 'gross', 'domest', 'product']"
5,"['work', 'street', 'watch', 'folk', 'job', 'shift', 'oversea', 'corpor', 'lawyer', 'sit', 'board', 'mart']"
5,"['unit', 'state', 'send', 'billion', 'half', 'trade', 'deficit', 'oversea', 'unstabl', 'unfriend', 'regim']"
5,"['popul', 'grow', 'million', 'million', 'today']"
5,"['say', 'estim', 'babi', 'year', 'send', 'home', 'hospit', 'unrecogn', 'congenit', 'heart', 'defect', 'common', 'birth', 'defect', 'america']"
5,"['presid', 'obama', 'take', 'offic', 'price', 'go', 'percent']"
5,"['rick', 'scott', 'tri', 'slash', 'school', 'fund', 'billion']"
1,"['health', 'care', 'reform', 'mandatori', 'absolut', 'requir', 'year', 'peopl', 'medicar', 'requir', 'counsel', 'session', 'tell', 'life', 'sooner']"
1,"['total', 'cost', 'public', 'sector', 'employe', 'employ', 'percent', 'higher', 'privat', 'sector', 'percent', 'higher']"
1,"['presid', 'franklin', 'roosevelt', 'start', 'social', 'secur', 'affect', 'widow', 'orphan', 'medicar', 'begin', 'small', 'program']"
5,"['deficit', 'track', 'trillion', 'year', 'take', 'offic']"
5,"['pay', 'debt', 'year', 'pay', 'billion', 'nation', 'debt']"
5,"['vast', 'major', 'product', 'unit', 'state', 'come', 'small', 'independ', 'compani']"
5,"['legisl', 'fight', 'abort', 'right', 'mike', 'coffman', 'sponsor', 'redefin', 'rape']"
5,"['armi', 'report', 'state', 'allen', 'west', 'perform', 'illeg', 'act', 'merit', 'court', 'martial', 'face', 'year', 'prison']"
5,"['say', 'year', 'approxim', 'peopl', 'unit', 'state', 'result', 'gunfir', 'peopl', 'wound']"
5,"['citi', 'stadium', 'that', 'last', 'year']"
5,"['serv', 'governor', 'schwarzenegg', 'preserv', 'land', 'gubernatori', 'administr', 'california', 'histori']"
5,"['peopl', 'drive', 'influenc', 'drug', 'drive', 'influenc', 'alcohol', 'recent', 'roadsid', 'survey', 'show', 'percent', 'peopl', 'test', 'test', 'posit', 'illicit', 'licit', 'drug', 'that', 'signific', 'higher', 'alcohol']"
1,"['say', 'florida', 'rep', 'corrin', 'brown', 'alce', 'hast', 'frederica', 'wilson', 'socialist']"
5,"['peter', 'petrarca', 'vote', 'piec', 'legisl', 'help', 'auto', 'bodi', 'shop', 'point', 'think', 'conflict']"
1,"['say', 'hillari', 'clinton', 'refus', 'testifi', 'congress', 'attack', 'benghazi']"
1,"['commerc', 'secretari', 'nomine', 'john', 'bryson', 'appear', 'endors', 'world', 'govern']"
5,"['obama', 'say', 'mccain', 'go', 'bermuda', 'pledg', 'protect', 'break', 'american', 'corpor', 'hide', 'profit', 'offshor']"
5,"['say', 'texa', 'mental', 'health', 'expenditur']"
1,"['say', 'portman', 'vote', 'allow', 'peopl', 'terror', 'watch', 'list', 'gun']"
5,"['say', 'obama', 'administr', 'fulfil', 'texa', 'request', 'manag', 'assist', 'grant']"
5,"['say', 'feder', 'debt', 'doubl', 'bush', 'administr']"
1,"['administr', 'rais', 'revenu', 'nation', 'health', 'care', 'seri', 'tax', 'includ', 'light', 'switch', 'cost', 'american', 'household', 'year']"
5,"['offshor', 'wind', 'power', 'signific', 'expens', 'solar', 'energi']"
1,"['constitut', 'simpli', 'author', 'feder', 'govern', 'land', 'western', 'state']"
5,"['say', 'cost', 'texa', 'special', 'legisl', 'session', 'million', 'condom', 'month', 'pill', 'time', 'sexual', 'health', 'educ']"
5,"['deborah', 'ross', 'defend', 'want', 'burn', 'american', 'flag', 'call', 'effort', 'flag', 'burn', 'ridicul', 'refus', 'help', 'disabl', 'veteran', 'flag']"
5,"['texa', 'agricultur', 'percent', 'effici', 'water', 'max', 'conserv']"
5,"['estim', 'million', 'american', 'bank', 'account']"
5,"['presid', 'label', 'american', 'soft']"
1,"['isi', 'leader', 'bakr', 'baghdadi', 'releas', 'obama']"
5,"['support', 'expand', 'background', 'check']"
5,"['go', 'public', 'financ', 'disadvantag', 'democrat', 'abl', 'rais', 'fund', 'primari', 'time', 'offici', 'nomin']"
5,"['mployment', 'gwinnett', 'percent', 'year', 'unemploy', 'lowest', 'core', 'metro', 'counti']"
1,"['averag', 'minimum', 'wage', 'worker', 'year']"
1,"['outspent', 'oppon', 'time', 'senat']"
1,"['histori', 'republican', 'primari', 'get', 'vote', 'histori', 'republican', 'parti']"
1,"['massachusett', 'suprem', 'court', 'defin', 'marriag', 'simpli', 'quot', 'establish', 'intimaci', 'guess', 'mean', 'affect', 'hors', 'guess', 'marri', 'hors']"
1,"['feder', 'health', 'care', 'plan', 'cost', 'texa', 'taxpay', 'billion', 'year']"
1,"['hampshir', 'legislatur', 'rais', 'gasolin', 'price', 'state', 'skyrocket']"
5,"['social', 'secur', 'didnt', 'caus', 'debt', 'crisi', 'social', 'secur', 'debt', 'crisi']"
5,"['say', 'hous', 'repres', 'weve', 'bipartisan', 'support', 'repeal', 'obamacar', 'get', 'trade', 'build', 'keyston', 'pipelin']"
1,"['spend', 'billion', 'afghanistan', 'year', 'fix', 'road', 'build', 'bridg', 'train', 'polic', 'offic', 'cut', 'thing', 'countri']"
1,"['iraq', 'major', 'factor', 'blow', 'price']"
1,"['type', 'mass', 'violenc', 'happen', 'advanc', 'countri', 'doesnt', 'happen', 'place', 'kind', 'frequenc']"
1,"['say', 'mitt', 'romney', 'tax', 'year']"
1,"['massiv', 'feder', 'network', 'medic', 'record', 'avail', 'million', 'peopl', 'complet', 'lack', 'privaci', 'confidenti', 'doctor', 'hospit', 'face', 'stiff', 'penalti']"
5,"['wrong', 'precinct', 'rule', 'exacerb', 'provision', 'ballot', 'problem', 'solv', 'wrong', 'precinct', 'problem']"
5,"['say', 'donald', 'trump', 'undocu', 'labor', 'build', 'trump', 'tower']"
1,"['say', 'scott', 'walker', 'rat', 'america', 'factual', 'challeng', 'politician']"
5,"['sharron', 'angl', 'elimin', 'depart', 'educ']"
5,"['illeg', 'immigr', 'gain', 'admiss', 'public', 'colleg', 'take', 'class', 'space', 'away', 'student', 'legal', 'resid']"
1,"['billion', 'fund', 'compens', 'spill', 'victim', 'slush', 'fund']"
1,"['state', 'tuition', 'illeg', 'immigr']"
1,"['say', 'jacki', 'rosen', 'refus', 'tell', 'support', 'berni', 'sander', 'hillari', 'clinton']"
5,"['econom', 'indic', 'feder', 'govern', 'track', 'time', 'august', 'posit', 'octob']"
5,"['medicar', 'billion', 'worth', 'fraud', 'year', 'percent', 'dollar', 'spend', 'medicar', 'go', 'fraud']"
